chr	start	end	name	strand	source	rank_peco	pve_peco
hs3	40498783	40503861	RPL14	+	H. sapiens	1210	0.000905853866231876
hs4	153857504	153900848	FHDC1	+	H. sapiens	1211	0.000905186190390705
hs16	67906926	67918406	EDC4	+	H. sapiens	1212	0.000904760294777152
hs20	30102231	30157370	HM13	+	H. sapiens	1213	0.000904631181835702
hs7	16793160	16824161	TSPAN13	+	H. sapiens	1214	0.000901230616803028
hs5	81569177	81574396	RPS23	-	H. sapiens	1215	0.000900540556984741
hs14	21677295	21737653	HNRNPC	-	H. sapiens	1216	0.000900015719352609
hs15	72406599	72433311	SENP8	+	H. sapiens	1217	0.000899641279284991
hs10	34398488	35104253	PARD3	-	H. sapiens	1218	0.000897569140159815
hs19	8130286	8214730	FBN3	-	H. sapiens	1219	0.000897056369401628
hs2	132905164	133015542	ANKRD30BL	-	H. sapiens	1220	0.000897015059126205
hs4	178351924	178363657	AGA	-	H. sapiens	1221	0.000897000922448044
hs8	48920960	48977268	UBE2V2	+	H. sapiens	1222	0.000896903507318747
hs5	36876861	37066515	NIPBL	+	H. sapiens	1223	0.00089668003579102
hs20	34679426	34820721	EPB41L1	+	H. sapiens	1224	0.000896489029946324
hs9	103189438	103213511	MSANTD3	+	H. sapiens	1225	0.000896329191666823
hs17	33333009	33416338	RFFL	-	H. sapiens	1226	0.000896085440565519
hs12	56510370	56511727	RPL41	+	H. sapiens	1227	0.000895342029447743
hs3	53901093	53916229	ACTR8	-	H. sapiens	1228	0.000895097797536715
hs20	55043647	55093943	RTFDC1	+	H. sapiens	1229	0.000894085763891939
hs3	196195654	196230639	RNF168	-	H. sapiens	1230	0.000893885270879413
hs13	29233241	29253062	POMP	+	H. sapiens	1231	0.000893677934212911
hs16	67596310	67673086	CTCF	+	H. sapiens	1232	0.000893590352731621
hs10	121410882	121437331	BAG3	+	H. sapiens	1233	0.000892581535609116
hs11	114310108	114321001	REXO2	+	H. sapiens	1234	0.000892553003756347
hs19	38734675	38783254	SPINT2	+	H. sapiens	1235	0.000892373521394485
hs1	92974253	93257961	EVI5	-	H. sapiens	1236	0.000892103747011097
hs2	39024871	39103075	DHX57	-	H. sapiens	1237	0.000891645729473423
hs4	100467866	100485189	TRMT10A	-	H. sapiens	1238	0.00089137133825945
hs14	50234326	50249909	KLHDC2	+	H. sapiens	1239	0.000891045773804944
hs12	123636867	123728561	MPHOSPH9	-	H. sapiens	1240	0.000890532147128864
hs22	46726772	46753237	TRMU	+	H. sapiens	1241	0.000890280202977878
hs1	162760492	162782607	HSD17B7	+	H. sapiens	1242	0.000890195115403336
hs13	53191605	53217919	HNRNPA1L2	+	H. sapiens	1243	0.000889002325421884
hs20	39314488	39317880	MAFB	-	H. sapiens	1244	0.000888476654369974
hs19	37128094	37157755	ZNF461	-	H. sapiens	1245	0.000888278856644553
hs17	4613784	4624794	ARRB2	+	H. sapiens	1246	0.000887388873491046
hs15	64448011	64455404	PPIB	-	H. sapiens	1247	0.000887146851899723
hs12	125671382	126146917	TMEM132B	+	H. sapiens	1248	0.000887037748739328
hs1	62901968	62917475	USP1	+	H. sapiens	1249	0.000886553649377397
hs11	130274820	130298888	ADAMTS8	-	H. sapiens	1250	0.000885803149439091
hs4	17616254	17635728	MED28	+	H. sapiens	1251	0.000885796679102602
hs8	19674651	19709594	INTS10	+	H. sapiens	1252	0.000885431184769137
hs11	82904781	82971736	ANKRD42	+	H. sapiens	1253	0.000885091084715572
hs17	45600308	45700642	NPEPPS	+	H. sapiens	1254	0.000884519545173434
hs17	7093209	7123021	DLG4	-	H. sapiens	1255	0.000883730089760948
hs11	6642556	6677085	DCHS1	-	H. sapiens	1256	0.000883242281915386
hs1	26145131	26159432	MTFR1L	+	H. sapiens	1257	0.000883170878784423
hs16	89803957	89883065	FANCA	-	H. sapiens	1258	0.000882897364724133
hs1	53711217	53793742	LRP8	-	H. sapiens	1259	0.000882593447035229
hs16	48390275	48482313	SIAH1	-	H. sapiens	1260	0.000882313543147717
hs18	77439801	77514510	CTDP1	+	H. sapiens	1261	0.000882091731461143
hs1	23832922	23857712	E2F2	-	H. sapiens	1262	0.000881581297272893
hs3	49199968	49203754	CCDC71	-	H. sapiens	1263	0.000881421395041992
hs2	9563697	9613230	CPSF3	+	H. sapiens	1264	0.000881382109243489
hs19	6361463	6368919	CLPP	+	H. sapiens	1265	0.000881138334833387
hs19	36426260	36436669	LRFN3	+	H. sapiens	1266	0.000881032859967323
hs9	17134980	17503921	CNTLN	+	H. sapiens	1267	0.000880978517020514
hs14	103058998	103196913	RCOR1	+	H. sapiens	1268	0.000880578319644831
hs14	23790498	23795394	PABPN1	+	H. sapiens	1269	0.000879769371310291
hs2	101869264	101886778	CNOT11	+	H. sapiens	1270	0.000879688982867832
hs6	76001575	76203454	FILIP1	-	H. sapiens	1271	0.000879217668579568
hs1	78354198	78409580	NEXN	+	H. sapiens	1272	0.000879137041988831
hs15	40509629	40569688	PAK6	+	H. sapiens	1273	0.000878398837667493
hs14	93389425	93401638	CHGA	+	H. sapiens	1274	0.000878176744969261
hsX	154299695	154351349	BRCC3	+	H. sapiens	1275	0.000876879042576162
hs14	102547075	102606036	HSP90AA1	-	H. sapiens	1276	0.000876080111464228
hsX	153067621	153096020	PDZD4	-	H. sapiens	1277	0.000875322544151902
hs1	109822178	109825808	PSRC1	-	H. sapiens	1278	0.000875094028151224
hs4	74846794	74847841	PF4	-	H. sapiens	1279	0.000874959488232463
hs10	89622870	89731687	PTEN	+	H. sapiens	1280	0.000874621260990249
hs14	34901995	34931562	SPTSSA	-	H. sapiens	1281	0.000874475868533175
hs15	41679551	41694717	NDUFAF1	-	H. sapiens	1282	0.000873891872151811
hs12	57522276	57607134	LRP1	+	H. sapiens	1283	0.000873225616314421
hsX	153991031	154005964	DKC1	+	H. sapiens	1284	0.00087307091330624
hs11	69513000	69519410	FGF19	-	H. sapiens	1285	0.000872687125521576
hsX	77320685	77384793	PGK1	+	H. sapiens	1286	0.000871665404572064
hs1	43124096	43142429	PPIH	+	H. sapiens	1287	0.00087146854377862
hs17	36890150	36906070	PCGF2	-	H. sapiens	1288	0.000870206704523202
hs15	69070874	69113236	ANP32A	-	H. sapiens	1289	0.000869893893653439
hs13	37583449	37633850	SUPT20H	-	H. sapiens	1290	0.000869735944918237
hs1	24069645	24088549	TCEB3	+	H. sapiens	1291	0.000869255981515771
hs17	21142183	21156722	C17orf103	-	H. sapiens	1292	0.000868826037603965
hs2	210288782	210598842	MAP2	+	H. sapiens	1293	0.000868552563898284
hs19	41698954	41713444	CYP2S1	+	H. sapiens	1294	0.000866244825542761
hs17	75276651	75496678	SEPT9	+	H. sapiens	1295	0.000865822447087217
hs17	79780287	79791178	FAM195B	-	H. sapiens	1296	0.000865599425731389
hs7	100169855	100183776	LRCH4	-	H. sapiens	1297	0.000865409238361536
hs7	36893961	37488852	ELMO1	-	H. sapiens	1298	0.000865281130535078
hs3	12194551	12200851	TIMP4	-	H. sapiens	1299	0.000864993438746575
hs19	7933605	7939326	CTD-3193O13.9	-	H. sapiens	1300	0.000864652173753977
hs14	58466453	58764857	C14orf37	-	H. sapiens	1301	0.000864394029231552
hs16	2009509	2011976	NDUFB10	+	H. sapiens	1302	0.000864386432215869
hs6	21593972	21598847	SOX4	+	H. sapiens	1303	0.000863173151375296
hs16	75572015	75590184	TMEM231	-	H. sapiens	1304	0.000861974213117289
hs10	24872538	25012597	ARHGAP21	-	H. sapiens	1305	0.000861818068322973
hs3	69103881	69129559	UBA3	-	H. sapiens	1306	0.000861717663072525
hs1	36789335	36794822	RP11-268J15.5	+	H. sapiens	1307	0.000861579638421484
hs15	91498100	91506349	RCCD1	+	H. sapiens	1308	0.000861159905868325
hs2	61244360	61279125	PEX13	+	H. sapiens	1309	0.000861115537152068
hs2	97202480	97218375	ARID5A	+	H. sapiens	1310	0.000860963167200968
hs1	168148171	168169950	TIPRL	+	H. sapiens	1311	0.000860494763082364
hs6	90036344	90062567	UBE2J1	-	H. sapiens	1312	0.000860160880753025
hs7	128594948	128695198	TNPO3	-	H. sapiens	1313	0.000859242094223611
hs2	227700297	227863931	RHBDD1	+	H. sapiens	1314	0.000858840987500775
hs15	64457716	64648442	CSNK1G1	-	H. sapiens	1315	0.000858701019565422
hs2	225334867	225450110	CUL3	-	H. sapiens	1316	0.000858463392866882
hs11	46354455	46402104	DGKZ	+	H. sapiens	1317	0.000856603468544104
hs5	74807581	74896969	POLK	+	H. sapiens	1318	0.000855535144795194
hs5	43289497	43313614	HMGCS1	-	H. sapiens	1319	0.000855514418351522
hs6	63921351	63922929	FKBP1C	+	H. sapiens	1320	0.000854969703051989
hs2	73114489	73119287	SPR	+	H. sapiens	1321	0.000854263760599938
hs12	16701307	16763528	LMO3	-	H. sapiens	1322	0.000853197333472555
hs9	131102925	131123749	SLC27A4	+	H. sapiens	1323	0.000852330672910018
hs1	8064464	8086368	ERRFI1	-	H. sapiens	1324	0.000851847169887621
hs5	31639517	32111037	PDZD2	+	H. sapiens	1325	0.000851700843496395
hs6	34845555	34855866	TAF11	-	H. sapiens	1326	0.000850674343071289
hs10	131265448	131566271	MGMT	+	H. sapiens	1327	0.000849973330993681
hs12	119419300	119600856	SRRM4	+	H. sapiens	1328	0.000849619524887824
hs1	10270863	10441661	KIF1B	+	H. sapiens	1329	0.000849024976803725
hs6	7541808	7586950	DSP	+	H. sapiens	1330	0.00084876048622351
hs12	117348761	117468953	FBXW8	+	H. sapiens	1331	0.000848244227061312
hs22	19163095	19166343	SLC25A1	-	H. sapiens	1332	0.000847611726703557
hs12	58003963	58013162	ARHGEF25	+	H. sapiens	1333	0.000846824302685456
hs2	220492049	220506702	SLC4A3	+	H. sapiens	1334	0.000846779176020496
hs5	109025067	109205326	MAN2A1	+	H. sapiens	1335	0.000846484702190065
hs2	70508494	70520903	SNRPG	-	H. sapiens	1336	0.00084528167782616
hs11	126173647	126215644	DCPS	+	H. sapiens	1337	0.000845070474642995
hs1	10092890	10241297	UBE4B	+	H. sapiens	1338	0.000844778098522014
hs2	86333305	86369280	PTCD3	+	H. sapiens	1339	0.000844770912661885
hs3	50648951	50686720	MAPKAPK3	+	H. sapiens	1340	0.000844232395991407
hsX	135295381	135338641	MAP7D3	-	H. sapiens	1341	0.000844170035692704
hs8	98881068	99048944	MATN2	+	H. sapiens	1342	0.000843884046210053
hs3	43328004	43466256	SNRK	+	H. sapiens	1343	0.000843743503199712
hs12	50478755	50494495	SMARCD1	+	H. sapiens	1344	0.00084308125395216
hs16	69740899	69760854	NQO1	-	H. sapiens	1345	0.000842624211702336
hs19	56165512	56186081	U2AF2	+	H. sapiens	1346	0.000842042666146514
hs6	32627244	32636160	HLA-DQB1	-	H. sapiens	1347	0.000839315429993492
hs7	152456834	152552463	ACTR3B	+	H. sapiens	1348	0.000838999003964891
hs6	122720691	122754264	HSF2	+	H. sapiens	1349	0.00083835480052441
hs12	122150658	122220907	TMEM120B	+	H. sapiens	1350	0.000838042561235541
hs12	56214744	56224608	DNAJC14	-	H. sapiens	1351	0.000838029102783189
hs20	44563267	44576662	PCIF1	+	H. sapiens	1352	0.000837285685698852
hs10	135207598	135234811	MTG1	+	H. sapiens	1353	0.000836831324118936
hs6	133135580	133138703	RPS12	+	H. sapiens	1354	0.000835742237903614
hs14	50043390	50065408	RPS29	-	H. sapiens	1355	0.000835356741623605
hs16	55423612	55540603	MMP2	+	H. sapiens	1356	0.000835261340942584
hs12	53662083	53687427	ESPL1	+	H. sapiens	1357	0.000835023309712302
hs6	86318053	86353510	SYNCRIP	-	H. sapiens	1358	0.000834366975544176
hsX	48911101	48927509	CCDC120	+	H. sapiens	1359	0.000833914104451994
hs14	105952654	105955284	CRIP1	+	H. sapiens	1360	0.000833680611634691
hs16	30362087	30366682	CD2BP2	-	H. sapiens	1361	0.000833365807029418
hs14	20811741	20826064	PARP2	+	H. sapiens	1362	0.000832897155884305
hs1	85015289	85040163	CTBS	-	H. sapiens	1363	0.000832690608071451
hs15	34158428	34331377	AVEN	-	H. sapiens	1364	0.000832567041254562
hs19	53611132	53636330	ZNF415	-	H. sapiens	1365	0.000831685097372969
hs10	105127724	105148822	TAF5	+	H. sapiens	1366	0.000830852515294578
hs9	80850978	80894606	CEP78	+	H. sapiens	1367	0.000830176457490395
hs1	19630459	19638640	AKR7A2	-	H. sapiens	1368	0.000830001563519644
hs2	197627756	197664449	GTF3C3	-	H. sapiens	1369	0.000829869569617281
hs13	107194021	107220512	ARGLU1	-	H. sapiens	1370	0.000828521413577032
hs2	42721709	42984087	MTA3	+	H. sapiens	1371	0.000828392373350084
hs8	97238148	97247862	UQCRB	-	H. sapiens	1372	0.000828009871815971
hs3	156977531	157251408	VEPH1	-	H. sapiens	1373	0.00082784494883581
hs12	113796371	113827203	PLBD2	+	H. sapiens	1374	0.000827400023017733
hs3	193853934	193856521	HES1	+	H. sapiens	1375	0.000827380323864424
hs11	32914724	33014862	QSER1	+	H. sapiens	1376	0.000827307039576675
hs3	132373290	132396941	UBA5	+	H. sapiens	1377	0.000827000585983173
hs12	107385142	107487607	CRY1	-	H. sapiens	1378	0.000826403258655239
hs19	49471382	49496567	GYS1	-	H. sapiens	1379	0.00082493380302695
hs15	100255902	100273766	LYSMD4	-	H. sapiens	1380	0.00082490880065389
hs12	8071826	8088871	SLC2A3	-	H. sapiens	1381	0.000824886821620963
hs20	54967427	54979518	CSTF1	+	H. sapiens	1382	0.000824841151569222
hs16	75262928	75301951	BCAR1	-	H. sapiens	1383	0.000824704106515584
hs14	75179847	75203394	FCF1	+	H. sapiens	1384	0.000824557229631817
hs16	2089816	2097867	NTHL1	-	H. sapiens	1385	0.000824216258522692
hs9	35658301	35661508	CCDC107	+	H. sapiens	1386	0.000824084085051191
hs15	40697686	40728146	IVD	+	H. sapiens	1387	0.000823782495503522
hs6	41748087	41757879	PRICKLE4	+	H. sapiens	1388	0.000823613317011085
hsX	102507923	102510131	TCEAL8	-	H. sapiens	1389	0.000822481076614978
hs12	56435637	56438116	RPS26	+	H. sapiens	1390	0.000822174894717587
hs22	38879445	38903665	DDX17	-	H. sapiens	1391	0.000821967448713545
hs15	75074398	75095539	CSK	+	H. sapiens	1392	0.000821706976019021
hs3	44803209	44914868	KIF15	+	H. sapiens	1393	0.000821383246216834
hs8	98656407	98740998	MTDH	+	H. sapiens	1394	0.000821256245776558
hs1	1550795	1565990	MIB2	+	H. sapiens	1395	0.00082054499581008
hs16	1413206	1464752	UNKL	-	H. sapiens	1396	0.000820103710319264
hs17	11924141	12047147	MAP2K4	+	H. sapiens	1397	0.000819823743491321
hs19	23487793	23578362	ZNF91	-	H. sapiens	1398	0.000819735131279753
hs10	94050920	94113721	MARCH5	+	H. sapiens	1399	0.000819031470926435
hs1	93645476	93744287	CCDC18	+	H. sapiens	1400	0.000818966802792476
hs1	52254863	52344477	NRD1	-	H. sapiens	1401	0.000818920846059834
hs17	3714460	3749545	C17orf85	-	H. sapiens	1402	0.000818856575450777
hs16	2821415	2827298	TCEB2	-	H. sapiens	1403	0.000818201952039188
hs15	64752941	64978264	ZNF609	+	H. sapiens	1404	0.000818048567332585
hs19	46030685	46105470	OPA3	-	H. sapiens	1405	0.00081791482526794
hs16	89710839	89724253	CHMP1A	-	H. sapiens	1406	0.000817440550992976
hs10	13480484	13570974	BEND7	-	H. sapiens	1407	0.000817016655268676
hs7	150929575	150935908	CHPF2	+	H. sapiens	1408	0.000816250540595753
hs19	12798867	12807457	FBXW9	-	H. sapiens	1409	0.000816051038074028
hs22	25348697	25593415	KIAA1671	+	H. sapiens	1410	0.000815582742135335
hs8	95938200	95961639	TP53INP1	-	H. sapiens	1411	0.000814714338042921
hs12	50370706	50426919	RACGAP1	-	H. sapiens	1412	0.000814535182736442
hs19	42734338	42746777	GSK3A	-	H. sapiens	1413	0.00081443601698028
hs1	145438469	145442635	TXNIP	+	H. sapiens	1414	0.000814380963163663
hs1	156024543	156028301	LAMTOR2	+	H. sapiens	1415	0.000814374469677803
hsX	2609220	2659350	CD99	+	H. sapiens	1416	0.000813857310402955
hs3	45016733	45077558	EXOSC7	+	H. sapiens	1417	0.000813437140992579
hsX	133594183	133654543	HPRT1	+	H. sapiens	1418	0.000813351804472395
hs11	61116217	61129771	CYB561A3	-	H. sapiens	1419	0.000812651363911177
hs19	17927321	17932383	INSL3	-	H. sapiens	1420	0.000812174000872412
hs8	33342268	33358778	MAK16	+	H. sapiens	1421	0.000812015108527131
hs2	37428755	37458856	CEBPZ	-	H. sapiens	1422	0.000811140109067243
hs19	9731967	9756572	C19orf82	+	H. sapiens	1423	0.000811036498145512
hs9	140445651	140447007	MRPL41	+	H. sapiens	1424	0.000810312622169462
hs12	49396057	49412980	PRKAG1	-	H. sapiens	1425	0.000810289983820489
hs18	33767482	33852120	MOCOS	+	H. sapiens	1426	0.000810259547881054
hs17	70117161	70122561	SOX9	+	H. sapiens	1427	0.000809780529349213
hs15	72491370	72524164	PKM	-	H. sapiens	1428	0.00080924207405253
hs4	1694527	1714282	SLBP	-	H. sapiens	1429	0.000809206458650125
hs12	105501102	105562912	KIAA1033	+	H. sapiens	1430	0.000809052228656126
hs17	27082996	27182250	FAM222B	-	H. sapiens	1431	0.000807388325429703
hs3	150264465	150302029	EIF2A	+	H. sapiens	1432	0.000807127325096024
hs9	125026882	125085743	MRRF	+	H. sapiens	1433	0.000806992972236631
hs11	118886422	118889401	RPS25	-	H. sapiens	1434	0.000805559661709809
hs22	50919985	50924869	ADM2	+	H. sapiens	1435	0.000805353505058615
hs19	19312225	19314233	NR2C2AP	-	H. sapiens	1436	0.000805058989214569
hs14	24583404	24594451	DCAF11	+	H. sapiens	1437	0.000804839513310562
hs9	132399171	132404444	ASB6	-	H. sapiens	1438	0.000804373278976422
hs9	130697378	130700763	DPM2	-	H. sapiens	1439	0.00080343734132704
hs1	44679127	44686353	DMAP1	+	H. sapiens	1440	0.000802968409366889
hs11	67273968	67276120	CDK2AP2	-	H. sapiens	1441	0.000802553391818894
hs7	44617493	44621886	TMED4	-	H. sapiens	1442	0.000802511133182748
hs17	80347099	80376513	OGFOD3	-	H. sapiens	1443	0.000801895124289631
hs17	5336097	5352150	C1QBP	-	H. sapiens	1444	0.000801791897761195
hs16	4381550	4405608	PAM16	-	H. sapiens	1445	0.000801775430227969
hs19	17516531	17544533	MVB12A	+	H. sapiens	1446	0.000801746417305238
hs20	35169887	35178228	MYL9	+	H. sapiens	1447	0.000801574665919347
hs5	70196492	70214357	SERF1A	+	H. sapiens	1448	0.000801012179842631
hs6	139094657	139114456	CCDC28A	+	H. sapiens	1449	0.000800654293205749
hs5	126853301	126890781	PRRC1	+	H. sapiens	1450	0.00080038807267202
hs10	75541805	75543410	CHCHD1	+	H. sapiens	1451	0.000799628844754596
hs14	24649425	24658170	IPO4	-	H. sapiens	1452	0.000799476442044478
hs5	132387654	132442141	HSPA4	+	H. sapiens	1453	0.000798735955899299
hs4	17802278	17812381	DCAF16	-	H. sapiens	1454	0.000798692589478955
hs2	208445355	208490652	METTL21A	-	H. sapiens	1455	0.000798586325965633
hs7	149169885	149194908	ZNF746	-	H. sapiens	1456	0.000797811545401927
hs15	68483043	68498417	CALML4	-	H. sapiens	1457	0.000796611981264794
hs11	6627526	6633898	TAF10	-	H. sapiens	1458	0.000795915528909785
hs3	49895421	49907655	CAMKV	-	H. sapiens	1459	0.000795005580522701
hs4	1873151	1983934	WHSC1	+	H. sapiens	1460	0.000794974975380058
hs4	83831126	83934079	LIN54	-	H. sapiens	1461	0.000794920097424323
hs4	147560045	147563626	POU4F2	+	H. sapiens	1462	0.000794478855670411
hs15	67835047	68099461	MAP2K5	+	H. sapiens	1463	0.000794361071005389
hs1	6324329	6454451	ACOT7	-	H. sapiens	1464	0.00079433205263757
hs19	12841454	12845589	C19orf43	-	H. sapiens	1465	0.000794240554324865
hs3	169940153	170023769	PRKCI	+	H. sapiens	1466	0.000793932200853109
hs10	115614420	115676953	NHLRC2	+	H. sapiens	1467	0.000792889401792674
hs17	37004118	37010096	RPL23	-	H. sapiens	1468	0.000792623244883939
hs16	85709804	85723679	GINS2	-	H. sapiens	1469	0.000790699527730032
hs2	84743579	85046713	DNAH6	+	H. sapiens	1470	0.000789054315573301
hs1	1260136	1264277	GLTPD1	+	H. sapiens	1471	0.000788715265194972
hsX	70459474	70474996	ZMYM3	-	H. sapiens	1472	0.000788511585996465
hs1	28285973	28294607	XKR8	+	H. sapiens	1473	0.000788444303537972
hs16	18792617	18801705	RPS15A	-	H. sapiens	1474	0.000788243573862313
hs6	34725183	34741571	SNRPC	+	H. sapiens	1475	0.000788115388190347
hs7	99933737	99965356	PILRB	+	H. sapiens	1476	0.000788062753073637
hs17	42927311	42977030	EFTUD2	-	H. sapiens	1477	0.0007877410557805
hs5	128795958	129074376	ADAMTS19	+	H. sapiens	1478	0.000787001643101859
hs6	44221833	44225291	SLC35B2	-	H. sapiens	1479	0.000786811203545401
hs9	132934857	132999583	NCS1	+	H. sapiens	1480	0.000786162364034393
hs19	45853095	45874176	ERCC2	-	H. sapiens	1481	0.000785913045799447
hs9	139776364	139821059	TRAF2	+	H. sapiens	1482	0.000785894752572736
hs12	123745528	123756881	CDK2AP1	-	H. sapiens	1483	0.000785740205922925
hs2	111490150	111875799	ACOXL	+	H. sapiens	1484	0.000785585876402872
hs17	79632066	79633665	OXLD1	-	H. sapiens	1485	0.000785493400696891
hs16	89940000	89977792	TCF25	+	H. sapiens	1486	0.000785441313528534
hs3	133784147	133969689	RYK	-	H. sapiens	1487	0.000785172645263565
hs19	49118585	49122793	RPL18	-	H. sapiens	1488	0.000785076741619206
hs13	47127303	47327175	LRCH1	+	H. sapiens	1489	0.000784738234626325
hs17	22022437	22023991	MTRNR2L1	+	H. sapiens	1490	0.000784484504941507
hs12	133656424	133684130	ZNF140	+	H. sapiens	1491	0.00078421532192563
hs17	76106539	76128488	TMC6	-	H. sapiens	1492	0.000783879731480086
hs8	104033291	104085279	ATP6V1C1	+	H. sapiens	1493	0.000783292931985424
hs22	50656118	50683421	TUBGCP6	-	H. sapiens	1494	0.000783088831349588
hs4	154073494	154260472	TRIM2	+	H. sapiens	1495	0.000783037824615418
hs21	43406940	43430496	ZBTB21	-	H. sapiens	1496	0.000782753594965158
hs19	3777971	3802127	MATK	-	H. sapiens	1497	0.000782233116639164
hs11	34874641	34938046	APIP	-	H. sapiens	1498	0.000781836841817873
hs4	26859300	27027003	STIM2	+	H. sapiens	1499	0.000781488896067994
hs5	14581884	14615116	FAM105A	+	H. sapiens	1500	0.000781106023708622
hs11	119288090	119295695	THY1	-	H. sapiens	1501	0.000780621606114473
hs17	47865917	47906458	KAT7	+	H. sapiens	1502	0.000779936292536476
hs4	39289076	39367995	RFC1	-	H. sapiens	1503	0.000779677793505074
hs22	29279580	29453475	ZNRF3	+	H. sapiens	1504	0.000779163451609333
hs14	97263641	97398059	VRK1	+	H. sapiens	1505	0.000778877988147797
hs19	49122548	49133974	SPHK2	+	H. sapiens	1506	0.000777971890860041
hs8	63927638	63951730	GGH	-	H. sapiens	1507	0.000777007618801395
hs8	42249142	42263415	VDAC3	+	H. sapiens	1508	0.000776610964695057
hs17	65713949	65740647	NOL11	+	H. sapiens	1509	0.000776319819356996
hs1	156691683	156698591	ISG20L2	-	H. sapiens	1510	0.000775538078426896
hs2	37195526	37311485	HEATR5B	-	H. sapiens	1511	0.000775121450919625
hs7	10971578	10979883	NDUFA4	-	H. sapiens	1512	0.000774418874876059
